name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
Ounce speciality cafe,4.2,Cafe,"Prince Mohammed Bin Salman Road, Qurtubah, Riyadh 13247, Saudi Arabia",24.8150577,46.7265233,https://www.google.com/maps/search/?api=1&query=Ounce%20speciality%20cafe&query_place_id=ChIJL_KDMUf8Lj4RzCGhTfr-m1M,5,"Waffles and pancakes. Just one small thing, they serve pancakes and stick waffles but don't carry forks to have them with. I understand the pancakes are one bite, but still the forks should be available. They arranged the forks for us, so hence the 5 stars.",1209,en,ChIJ2UWQxiIbLz4RMDVOmaXvPaY,http://instagram.com/iv.cafe,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNALxc7OMItO1XCAU2P4H5yY89lHTj8N4wNY6eF=w408-h306-k-no,,positive,cafe shops
شمّا (قهوة مختصّة),4.5,Cafe,"Al Imam Al Shafei, Al Fayha, Riyadh 14253, Saudi Arabia",24.6836148,46.8139706,https://www.google.com/maps/search/?api=1&query=%D8%B4%D9%85%D9%91%D8%A7%20(%D9%82%D9%87%D9%88%D8%A9%20%D9%85%D8%AE%D8%AA%D8%B5%D9%91%D8%A9)&query_place_id=ChIJXfT1YP4HLz4R9Wwfkcmsdh0,5,I loved their flat white and Cortada. The guy was super friendly. I loved their decorations and vibes. Highly recommended.,359,en,ChIJ908eqV_9Lj4R_Twaxwrj_Ro,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNAn_cjnc2bbuk8R9YKfFlkY8h0ZXYTmHQUuJ6y=w408-h516-k-no,,positive,cafe shops
ولائم مسف,4.2,Restaurant,"شارع تمير, Al Muruj, Riyadh 12468, Saudi Arabia",24.7643211,46.6613641,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnckxpRm1RRRAB!2m1!1s0x0:0x91eb778b317ff33d!3m1!1s2@1:CIHM0ogKEICAgMCgrLiFmQE%7CCgwIv9S-vQYQyIDV2AI%7C?hl=en,5,,3019,,ChIJz5sP9Df9Lj4RPfN_MYt365E,https://masafksa.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNAo0Iz5TDaecthVFXNi98U9F19RO7fundullZ-=w408-h544-k-no,,positive,Food & Dining
Awan evening of billiards lounge,3.9,Cafe,"Soufian Ibn Aouf, Al Aziziyah, Riyadh 14513, Saudi Arabia",24.5865912,46.7805046,https://www.google.com/maps/search/?api=1&query=Awan%20evening%20of%20billiards%20lounge&query_place_id=ChIJ2wU69QMJLz4R6JUHMd7m_HA,5,old place since maybe 6 years ❤️,628,en,ChIJgVcVQX79Lj4RE4iqtnAMaKw,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNAPw4KPreZirHdJTMIrYN-eWPx84zMVCKngVSS=w408-h759-k-no,,positive,cafe shops
SPOUT,4,Coffee shop,"Winter Wonderland، Al Ghadir, Riyadh 12362, Saudi Arabia",24.7308347,46.6480843,https://www.google.com/maps/search/?api=1&query=SPOUT&query_place_id=ChIJb1v0l-EdLz4R1tPNDK40DAI,5,"Dark themed cafes always spike a sense of thrill and excitement. Spout cafe is one to look out for. Brilliant taste, excellent service and great new ambience.

Service (9/10): Fast service, neat and tidy place. The baristas and hosts were cordial. COVID checks done at entry.

Ambience (9/10): I personally love dark themed cafes and restaurants so I am rating it highly however the internal decor is really fantastic.

Drinks (8/10): The taste was appealing and it is surely a place I would recommend for an unique experience. As it is located in the The Zone, the external setting too enhances the mood. The price is a bit on the higher side which was slightly unsettling.

Drinks Ordered :
1. Spout Latte (Cold) : A very unique blend of strong and sweet cold latte. A very special taste which I haven't had anywhere yet. It is strong as well as sweet which was really mind-blowing for me.
2. Spanish Latte (Cold): Their Spanish latte was also great in taste but nothing special in terms of uniqueness.

Budget : 45-65 SAR for two.",1944,en,ChIJF3kqN-L9Lj4Rw9yuMwCQO_8,https://linktr.ee/farinasaudi,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNAtu4Tclb2o2FgPNZmeO5rMFOyzC65BjlqYoFc=w408-h306-k-no,,positive,cafe shops
Gardens Cafe,4,Cafe,"8968 Mohammed Ibn Abi Alazhar, Dhahrat Al Badi'ah, Riyadh 12781, Saudi Arabia",24.6080906,46.6671012,https://www.google.com/maps/search/?api=1&query=Gardens%20Cafe&query_place_id=ChIJFW1JirUaLz4RkrY00TcPpVw,5,"Great place for coffie and cake .Coming back for sure.
Thank you",1308,en,ChIJMTdwLU3jLj4RyA5OPESyeKw,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNb2IDLD1G8_vAmQfNQ0UHZsLjFoD8uCOVP_rCJ=w408-h902-k-no,,positive,cafe shops
Nozomi,4.5,Japanese restaurant,"7448 King Fahd Rd, Al Olaya, 4255, Riyadh 12331, Saudi Arabia",24.7010494,46.6771162,https://www.google.com/maps/search/?api=1&query=Nozomi&query_place_id=ChIJk_s8vzcDLz4RbeLdBcNsKPE,5,"One of the best restaurants I’ve been to. Not only is the food quality excellent, but the service is warm and hospitable. A shout out to Yasmina, who was lovely and super attentive, thank you!!!",1705,en,ChIJk_s8vzcDLz4RbeLdBcNsKPE,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNB2Z_-lzsRvpDPjUaLCf6Iz6v20OJoycdN_mFz=w408-h725-k-no,,positive,Food & Dining
Urth Caffe - ROSHN Front,4.3,Cafe,"Airport Road, King Khalid International Airport, Riyadh 11564, Saudi Arabia",24.8414731,46.7328571,https://www.google.com/maps/search/?api=1&query=Urth%20Caffe%20-%20ROSHN%20Front&query_place_id=ChIJe3-RjlX7Lj4Rk4j8PtI0xsg,5,"Came here for dessert and coffee and everything was on top scale service. I originally wanted to order the carrot cake but they were out so I got a dark chocolate hazelnut cake which was a decent size to share for 2 people. My latte was delicious and perfect temprature, perfectly complimented my hazelnut chocolate cake. The interior is beautiful decorated plenty of seating inside and out.",5170,en,ChIJHzT7ZG0dLz4RtXKqDFbrERE,http://bateel.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBayHipRJw-aWKtiLUM_OrZ-z3jsEvB4NS3uMj=w408-h306-k-no,,positive,cafe shops
GRIN,4.2,Coffee shop,"Prince Faisal Ibn Bandar Ibn Abdulaziz Rd, An Narjis, Riyadh 13328, Saudi Arabia",24.8490297,46.6820683,https://www.google.com/maps/search/?api=1&query=GRIN&query_place_id=ChIJAVFx8_n7Lj4RDqN-9UwS-cI,5,Red love is so refreshing!! Best for summer in Riyadh! ☀️🥵 Note: Make sure to mix it very well before you drink it.,2887,en,ChIJn3d6iin_Lj4RXcFSMsq8vdI,http://halfm.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBgd7x2cHjweDAxDEtipvab6eIg88nVU_Z4vPC=w408-h544-k-no,,positive,cafe shops
REFILL COFFEE,4.5,Coffee shop,"Abi Bakr As Siddiq Rd, King Salman Neighborhood, Riyadh 12443, Saudi Arabia",24.7366912,46.7075777,https://www.google.com/maps/search/?api=1&query=REFILL%20COFFEE&query_place_id=ChIJ544-HWvhLj4RNuWzoWeHJgY,5,Most cozy coffee shop in Riyadh I have ever seen. Great service and atmosphere. Nice Jazz music. More food items would be nice.,517,en,ChIJd5Aq55L_Lj4RhURngQrit8k,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNbKDZ4rl6ec6mPuB9Hi8DlNFzjFWix7SI5pDs0=w533-h240-k-no,,positive,cafe shops
Black Brew cafe بلاك برو كافيه,4.8,Cafe,"Khaybar, Al Aarid, Riyadh 13335, Saudi Arabia",24.8606984,46.6344882,https://www.google.com/maps/search/?api=1&query=Black%20Brew%20cafe%20%D8%A8%D9%84%D8%A7%D9%83%20%D8%A8%D8%B1%D9%88%20%D9%83%D8%A7%D9%81%D9%8A%D9%87&query_place_id=ChIJnyxWng7lLj4R7NXFKAv66Gw,5,"Amazing coffee, very nice staff reasonable prices.",148,en,ChIJnyxWng7lLj4R7NXFKAv66Gw,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNbkebWn_LCmZaO6fI8H3ul4l3-ypKTX3xMK16B=w425-h240-k-no,,neutral,cafe shops
سَطر | قهوة مختصة,4.6,Cafe,"Makkah St, Al Mathar Ash Shamali, Riyadh 12325, Saudi Arabia",24.6755291,46.673877,https://www.google.com/maps/search/?api=1&query=%D8%B3%D9%8E%D8%B7%D8%B1%20%7C%20%D9%82%D9%87%D9%88%D8%A9%20%D9%85%D8%AE%D8%AA%D8%B5%D8%A9&query_place_id=ChIJUUurqSYDLz4RaxZTO_dOu5U,5,"It's my first time to come visit here.
I love everything of this place.
Atmosphere, very kind and friendly staff, the way they use colors for interiors.    This is such a gem💎",480,en,ChIJUUurqSYDLz4RaxZTO_dOu5U,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBKXuYUfwA3u9mYYaLOOajBBsNwFEFXsREAPCl=w408-h541-k-no,,positive,cafe shops
Healthy Hair Salon,4.3,Beauty salon,"6834 Umar Ibn Abdul Aziz Br Rd, 6834, Ar Rabwah, 4366, Riyadh 12816, Saudi Arabia",24.6862609,46.7463819,https://www.google.com/maps/search/?api=1&query=Healthy%20Hair%20Salon&query_place_id=ChIJFUgNNEEFLz4R7q7rj09K8ww,5,"I honor the sweetest and a brush, I dyed the roots and my root",210,ar,ChIJFUgNNEEFLz4R7q7rj09K8ww,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBmcOb9b9tP_gccR6YwXT4lYfI4IZaxh8kj_By=w408-h725-k-no,,positive,Wellness & Fitness
TERRA,4.5,Cafe,"Abdulrahman Al Ghafeqi St, Al Quds, Riyadh 13214, Saudi Arabia",24.7411169,46.75007,https://www.google.com/maps/search/?api=1&query=TERRA&query_place_id=ChIJWUFPnfcBLz4Rc3BjHpfmrNM,5,"Incredibly beautiful, consistent.
TERRA is a great coffee place if you are looking for good coffee for takeaway.
And it’s Also a very good spot for staying for long, specially if you are working or studying.
Great choice if you are smoker as well because there’s a separate -well ventilated- smoking part -almost half of the cafe-.

On the negative side the the food and pastry options are somehow limited.",2039,en,ChIJ-youOLwBLz4ReVp-6wy3DzM,https://flameroastery.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBs6jpI-jYSkZN4M5sPebm8_j_GoBf90IoTzmY=w408-h510-k-no,,neutral,cafe shops
Tea Shop/ foul @ thamees,4.1,Cafe,"JQV7+P9H, Al Bakriah, Al Faruq, Riyadh 12882, Saudi Arabia",24.6443075,46.7634925,https://www.google.com/maps/search/?api=1&query=Tea%20Shop%2F%20foul%20%40%20thamees&query_place_id=ChIJR9RMylwHLz4Rian4dpFBfOc,5,"Very tasty food, especially foul and beef.",79,en,ChIJR9RMylwHLz4Rian4dpFBfOc,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNbvR8Ch80BcJw2mH2kT0xtaTCMjZnROWhR1lXN=w408-h544-k-no,,positive,cafe shops
Assaraya Turkish Restaurant,4,Turkish restaurant,"Prince Sultan Bin Abdulaziz Rd, Al Olaya, Riyadh 12221, Saudi Arabia",24.692715,46.6952343,https://www.google.com/maps/search/?api=1&query=Assaraya%20Turkish%20Restaurant&query_place_id=ChIJyT2JmmwDLz4R13cQM4bnNtY,4,,17798,,ChIJyT2JmmwDLz4R13cQM4bnNtY,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNBzsCSnnXaghB6rQf2W1_6yr7DYzVUhkO2mRhS=w408-h306-k-no,,positive,Food & Dining
مقهي شاي أصحاب,4,Coffee shop,"Al Shabab، تقاطع، شارع نهاوند, Riyadh 14514, Saudi Arabia",24.5714816,46.7713955,https://www.google.com/maps/search/?api=1&query=%D9%85%D9%82%D9%87%D9%8A%20%D8%B4%D8%A7%D9%8A%20%D8%A3%D8%B5%D8%AD%D8%A7%D8%A8&query_place_id=ChIJPSes8FgJLz4RjL-a0YAP6QM,5,"Every day we went to this place , the good tea served.",116,en,ChIJPSes8FgJLz4RjL-a0YAP6QM,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNC8I9n82LxX9_bw753NQfQLd2HDEV9Z4dPKGuV=w408-h544-k-no,,positive,cafe shops
مقهى معسل وشيش,3.2,Cafe,"حي, 7857 وادي الاعشاب، المصانع، الرياض 14711 4620، Saudi Arabia",24.5905821,46.7391825,https://www.google.com/maps/search/?api=1&query=%D9%85%D9%82%D9%87%D9%89%20%D9%85%D8%B9%D8%B3%D9%84%20%D9%88%D8%B4%D9%8A%D8%B4&query_place_id=ChIJ_yT1QLAPLz4RU1335SHXsgQ,5,Very good staff,87,en,ChIJ_yT1QLAPLz4RU1335SHXsgQ,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNcc0dWZjkgJg7XVXNN2UV7Hy7Jb0u89biSRfs8=w408-h544-k-no,,positive,cafe shops
ناريز,3.7,Cafe,"8111 الزريقات, 2664, Al Janadiriyah, Riyadh 13611, Saudi Arabia",24.8077767,46.8521176,https://www.google.com/maps/search/?api=1&query=%D9%86%D8%A7%D8%B1%D9%8A%D8%B2&query_place_id=ChIJkWUeKc2qLz4RP_bw0liFkD4,5,Everything is delicious...,45,en,ChIJkWUeKc2qLz4RP_bw0liFkD4,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNcC-Ulph9ZMU1OVG4GTZywCty_De_e19YadZI7=w408-h725-k-no,,neutral,cafe shops
88 shots cafe,4.1,Cafe,"Ash Shaikh Abdullah Al Anqari، الورود،، PMHQ+275،, Riyadh 12813, Saudi Arabia",24.7275625,46.6881875,https://www.google.com/maps/search/?api=1&query=88%20shots%20cafe&query_place_id=ChIJ4-_bh8ADLz4RKGqVvCRTomE,5,"Great single origin coffee, good work atmosphere to work and amazing staff.  The staff went above and beyond when I did not have change of money to serve a great cup of coffee.",395,en,ChIJBd_suthTLj4RA9YWvx94vh0,http://roadcafe.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNCE3OFs8IHCrajsx0EM0NOJMZULk6JxbPJgQGp=w408-h544-k-no,,neutral,cafe shops
Nailed Salon,4.5,Beauty salon,"6219 Abi Bakr As Siddiq Branch Rd, At Taawun, Riyadh 12475, Saudi Arabia",24.7629654,46.6941299,https://www.google.com/maps/search/?api=1&query=Nailed%20Salon&query_place_id=ChIJR3_eyTb9Lj4RIolv4chqjOk,1,When customer tell you she doesn’t like the eyelashes don’t force your opinion and just fix it,300,en,ChIJR3_eyTb9Lj4RIolv4chqjOk,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNCpq9_5k0aIA_Q0j09bFgWxquOu1qdb3RrDEM=w408-h272-k-no,,positive,Wellness & Fitness
بيور دايموند لاونج,3.5,Hookah bar,"RRHA7504، 7504 طريق الامير تركي بن عبدالعزيز الاول، 5285، حي حطين، الرياض 13513،, Riyadh 11625, Saudi Arabia",24.7496902,46.6146983,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%8A%D9%88%D8%B1%20%D8%AF%D8%A7%D9%8A%D9%85%D9%88%D9%86%D8%AF%20%D9%84%D8%A7%D9%88%D9%86%D8%AC&query_place_id=ChIJ-YEQEUzjLj4Ra2wa6raITxo,5,"THE BEST LOUNGE IN RIYADH
Beautiful and cozy place with a nice view and music, they have the best Shesha and tea with mint, btw Selena is a very professional and kind. Special thanks for her and her great service.
For ever and always the first place to choice is PURE DIMOND.",506,en,ChIJzwv9MhX9Lj4RBhzmUCCVsd4,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNcqwk2qeMBnUbFrKJZda72SkbsjO3XsaatqDrK=w408-h541-k-no,,neutral,Food & Dining
Key cafe,3.8,Coffee shop,"7056 3363 Al Takhassousi, Al Mutamarat, Riyadh 12714, Saudi Arabia",24.6659006,46.6827273,https://www.google.com/maps/search/?api=1&query=Key%20cafe&query_place_id=ChIJq_arfjwFLz4RrNnT8jTfSto,5,"The employee named Dandan is the best, it’s my fifth time visit this branch and i like the coffee the made from Dandan
I like his positive energy 😍👍🏼
DANDAN YOU ARE THE BEST 🫰🏼👍🏼",389,en,ChIJq_arfjwFLz4RrNnT8jTfSto,http://mytable.sa/share/profile/784336,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNcsjhoKbIw1SKkKw9zs8yXdCDKQlz_tnEhkpA3=w408-h306-k-no,,positive,cafe shops
dr. CAFE COFFEE | Manual Brew,4.5,Coffee shop,"Abdullah Alsahmi St, Al Safarat, Riyadh 11566, Saudi Arabia",24.6760667,46.6227273,https://www.google.com/maps/search/?api=1&query=dr.%20CAFE%20COFFEE%20%7C%20Manual%20Brew&query_place_id=ChIJkQKM0NkdLz4RcOOtnO-ZqCU,5,Fast service.. Barista is friendly… #Flatwhite and Chemex is my favorite coffee here,77,en,ChIJkQKM0NkdLz4RcOOtnO-ZqCU,https://drcafe.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNCyVKX75MijaEbRirF-pPaNTiIC9yPhNkhc0ti=w408-h544-k-no,,positive,cafe shops
serb specialty coffee,4.1,Coffee shop,2806، المونسية، الرياض 13249 6094، Saudi Arabia,24.82489,46.7505998,https://www.google.com/maps/search/?api=1&query=serb%20specialty%20coffee&query_place_id=ChIJeRTdE4D_Lj4RyIN2BFaxVhA,5,"The best flat white, and the lemon cake is so delicious. Highly recommend!",1217,en,ChIJs-4JngEDLz4R_I4g3078rHI,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNd298G-vJB82UvTF9ON3sy3y849_4PQ48wEbdf=w426-h240-k-no,,positive,cafe shops
الشاذلية,4,Cafe,"RRV3+JV8, Al Sahel Valley, Ar Rimal, Riyadh 13254, Saudi Arabia",24.8440346,46.8047111,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%B4%D8%A7%D8%B0%D9%84%D9%8A%D8%A9&query_place_id=ChIJE8X3lxT_Lj4R5UyEqb42dtA,5,Excellent.  At al atawelah city,127,en,ChIJE8X3lxT_Lj4R5UyEqb42dtA,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNd6V5JrR0sPHoUkHeHUSSJFcW3odHmRuQBoiBA=w408-h725-k-no,,positive,cafe shops
TRSA Coffee House,4,Coffee shop,"King Abdullah Branch Rd, King Salman Neighborhood, Riyadh 12444, Saudi Arabia",24.7460531,46.7084973,https://www.google.com/maps/search/?api=1&query=TRSA%20Coffee%20House&query_place_id=ChIJSxXkGogCLz4R3rpqnSAUlpY,5,"The Turkish cafe is fantastic
They have wide range of strength but I like Shammia cafe
The waiter was lovely
I recommend and for sure it will be another visit in near future
They have outside sitting area
Nice location for study",209,en,ChIJSxXkGogCLz4R3rpqnSAUlpY,https://mbshr.com/23-nic/0,Riyadh,https://lh5.googleusercontent.com/p/AF1QipND7mqLlj4hZRxpSEUano0JWkS2KR6fDEnikwuC=w426-h240-k-no,,positive,cafe shops
Black Drops Cafe قهوه مختصه,4.5,Coffee shop,"2963 البيان, الشرق، الرياض 13618 7428، Saudi Arabia",24.8799538,46.8655659,https://www.google.com/maps/search/?api=1&query=Black%20Drops%20Cafe%20%D9%82%D9%87%D9%88%D9%87%20%D9%85%D8%AE%D8%AA%D8%B5%D9%87&query_place_id=ChIJpy8UuVhVLj4R3lvSLGdKoGA,5,Everything was perfect 👍🏻,189,en,ChIJpy8UuVhVLj4R3lvSLGdKoGA,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNdbj06BUuN7jnshyEgcariGcbklN9gGynT-nIb=w408-h544-k-no,,neutral,cafe shops
Dunkin’ Donuts,4,Cafe,"3403 Prince Fahad Ibn Ibrahim Al Saud St, Al Malaz, 8091, Riyadh 12644, Saudi Arabia",24.6486104,46.7285373,https://www.google.com/maps/search/?api=1&query=Dunkin%E2%80%99%20Donuts&query_place_id=ChIJiy1LZjAFLz4RCnCRQFwfWFA,5,I go there to have my dose of Karak Tea.,561,en,ChIJm_-9pNIGLz4RTgEga-6VBXY,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNDdEI-4w3pNqIauXkqAPt3y7-yXQTg_dcWkqgW=w426-h240-k-no,,positive,cafe shops
ماما بنز كافيه | MammaBunz Cafe‏,4,Cafe,"Al Makan mall، Prince Muhammed ibn Saad Ibn، King Abdulaziz Rd, Riyadh 13521, Saudi Arabia",24.790679,46.6120257,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%A7%D9%85%D8%A7%20%D8%A8%D9%86%D8%B2%20%D9%83%D8%A7%D9%81%D9%8A%D9%87%20%7C%20MammaBunz%20Cafe%E2%80%8F&query_place_id=ChIJ38EX7x3jLj4Rq9mWBMb-4V4,5,"Excellent as always, the staff was fast and the coffee taste great,",107,en,ChIJ38EX7x3jLj4Rq9mWBMb-4V4,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNdGH7qVh2D0LxQOLDdqco_N3k0Glr1hDENKAxp=w408-h614-k-no,,positive,cafe shops
More cafe,4.3,Cafe,"6918 4588 ابي بكر الصديق الفرعي،, Almasiaf, Riyadh 12466, Saudi Arabia",24.7615721,46.6940095,https://www.google.com/maps/search/?api=1&query=More%20cafe&query_place_id=ChIJNZmxRzf9Lj4Ri2LwcEulh80,5,Love the place because it's good for an alone time.You can read as well as watch at the same time.The price is good.I ordered Spanish latte Ice and to all the cafe's I visited I can say their coffee is good.Love the ambiance even though the place is not that spacious.,124,en,ChIJNZmxRzf9Lj4Ri2LwcEulh80,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNdjoN00zOcPnei-VWOA0E_TkdlfZQl6osOlItU=w408-h544-k-no,,positive,cafe shops
Starbucks,4.1,Coffee shop,"North Industry Drive Thru, Al Qirawan, Riyadh 13542, Saudi Arabia",24.8523915,46.5787885,https://www.google.com/maps/search/?api=1&query=Starbucks&query_place_id=ChIJL4rjQ5_nLj4RvfPELWhC_hg,5,This is very nice place to hang out. The best place for having coffee in the best ambience. And the sitting facilities is a good and also drive through facilities are there,734,en,ChIJpaUnwHD7Lj4R_tKuQAHV8RY,http://halfm.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNDM4ZRAtTsdADCAB31Q6QUZrUbJgvdrvHLCc1H=w408-h306-k-no,,positive,cafe shops
cross coffee,4.1,Cafe,"PJ6J+HF, Al Raed, Riyadh 12355, Saudi Arabia",24.7113103,46.6314684,https://www.google.com/maps/search/?api=1&query=cross%20coffee&query_place_id=ChIJP0kz6DIdLz4RUoSPvT7gKkE,5,Very cute place and nice to have pictures with friends. Coffee is also good 😍. I recommend this place. 👌,168,en,ChIJP0kz6DIdLz4RUoSPvT7gKkE,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNdrMUNX_ZOT4grdLPs0qMh8SGjRuzr612pkxnU=w408-h304-k-no,,positive,cafe shops
Oliver Brown Cafe,3,Cafe,"7454 Eastern Ring Branch Rd Ar Rabwah Riyadh 12839 4088 Eastern Ring Branch Rd, 4088, Ar Rabwah, Riyadh 12839, Saudi Arabia",24.6855252,46.7751265,https://www.google.com/maps/search/?api=1&query=Oliver%20Brown%20Cafe&query_place_id=ChIJOQMijsIGLz4RGCBBEsPLL5E,5,"This coconut hot chocolate is DELICIOUS!!!!!! I Highly recommend everyone to try this, it is so rich yet coconuty.",98,en,ChIJOQMijsIGLz4RGCBBEsPLL5E,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNdueZxCWmpCiTeY3FKtshYzHfzLtY2-GxMvEaL=w408-h544-k-no,,positive,cafe shops
Bronx SA,4.7,Restaurant,"Al imam Abdullah bin Saud bin Abdulaziz Road, Al Mohammadiyyah, Riyadh 12364, Saudi Arabia",24.7415031,46.6493974,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnck4zbFJ3EAE!2m1!1s0x0:0x1c49875e7f455ac3!3m1!1s2@1:CIHM0ogKEICAgMCgrN3lRw%7CCgwI-fO-vQYQsPPn1wE%7C?hl=en,5,Great place. Great food. Amazing service by Adil 🥳,700,en,ChIJ7c08PckdLz4Rw1pFf16HSRw,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNDWm4OosrflMOBPa35XME7wYjkvgavHYjBTMbJ=w408-h306-k-no,,positive,Food & Dining
Brush Salon,3.8,Beauty salon,"Uthman Ibn Affan Rd, At Taawun, Riyadh 12476, Saudi Arabia",24.7764682,46.7080766,https://www.google.com/maps/search/?api=1&query=%D8%B5%D8%A7%D9%84%D9%88%D9%86%20%D8%A8%D8%B1%D8%B4%20Brush%20Salon&query_place_id=ChIJrwRByzn9Lj4RlCo-GnEaKuk,5,"Nice manicure service, and Wafa was very welcoming!",387,en,ChIJrwRByzn9Lj4RlCo-GnEaKuk,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNE0VYzKTetEb7rR3aQFtLxN3QrNV9krAuPgbfm=w408-h544-k-no,,positive,Wellness & Fitness
قدح | قهوة مختصة,4,Cafe,"Hittin, طريق الامير محمد بن سلمان حي, Riyadh Saudi Arabia",24.769348,46.6194488,https://www.google.com/maps/search/?api=1&query=%D9%82%D8%AF%D8%AD%20%7C%20%D9%82%D9%87%D9%88%D8%A9%20%D9%85%D8%AE%D8%AA%D8%B5%D8%A9&query_place_id=ChIJf4o9xmL9Lj4RE9VLeRmaxH0,5,"Very cozy and nice cafe.
I honestly went for the abayas and then said why not have a cold drink.
I ordered hibiscus ice tea and it was so good.",478,en,ChIJ-7Xq6SgMLz4Rz93vthrnhY8,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNe4IvsUB8OkkxYylBy7zHvfIahhjyijsT-6x36=w426-h240-k-no,,positive,cafe shops
Ounce Speciality Cafe,4.2,Coffee shop,"Western Ring Rd, Dhahrat Laban, Riyadh 12565, Saudi Arabia",24.6379866,46.5732846,https://www.google.com/maps/search/?api=1&query=Ounce%20Speciality%20Cafe&query_place_id=ChIJWzZ1Uv8fLz4RCY4KG8DFIKI,5,"The best place for you if you are looking for a great iced pistachio latte. Its honestly the best that I’ve ever tried and I am officially addicted to it.

The place doesn’t have many seating areas but overall its a decent place and the workers are very professional.",595,en,ChIJVX80RLoFLz4RCthkVg4fhLE,https://instagram.com/walnut.wood.coffee?igshid=m4y9wq9d7di1,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNe8nkvruEzUIErP7TGp3XQ5Ct3Fp9n6QOWpDCf=w408-h429-k-no,,positive,cafe shops
The baretto,4.1,Italian restaurant,"KAFD 5.08 KAFD, 2822 – 6591, Riyadh 13519, Saudi Arabia",24.7626858,46.6385511,https://www.google.com/maps/search/?api=1&query=Il%20Baretto&query_place_id=ChIJg6b9uBPjLj4RgXzpdqyJNME,5,,2685,,ChIJg6b9uBPjLj4RgXzpdqyJNME,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNeaj95coa19WJqlDzMU_xkeH8A_P7otY6qprTP=w408-h400-k-no,,positive,Food & Dining
Sabaa Yemeni Restaurant,3.6,Yemeni restaurant,"3005 Imam Saud Bin Abdulaziz Bin Mohammed Rd, 7815, King Fahd, Riyadh 12262, Saudi Arabia",24.7438059,46.6576716,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnbE82TkJREAE!2m1!1s0x0:0x783630a7aad80b62!3m1!1s2@1:CIHM0ogKEICAgMCglO6NBQ%7CCgwI--O8vQYQyJTVugI%7C?hl=en,3,The person at the counter is very lazy and does not understand English ( even basic) hence cannot even take an order if you speak in English . All the other food stalls in the food court atleast have this level of service . The Saba management should consider replacing with a person who is more customer service oriented and welcoming to guests,287,en,ChIJ7x7YO6TiLj4RYgvYqqcwNng,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNeCAIcaOym8McwLF00NKFOIKECSHrsP_tdiIJH=w426-h240-k-no,,neutral,Food & Dining
